iso_a3,wgt,more_selfish,more_criminal,gov_should_reduce_inequality,inequality_unfair,WP1219,WP1220,WP3117,income_2,WP14
IND,0.5592391773296863,NA,5,5,5,1,40,1,5228.167660950736,1
IND,1.4281147651975794,NA,5,5,5,2,65,1,2323.63007153366,1
IND,2.4280378494936343,5,NA,5,5,2,58,1,4647.26014306732,1
IND,1.9041530202634414,5,NA,5,5,2,62,1,3485.4451073004902,1
IND,0.7091678797769343,5,NA,5,5,2,45,1,5228.167660950736,1
IND,1.1977835709549263,NA,5,5,5,2,25,1,4647.26014306732,1
IND,0.47603825506586034,NA,5,5,5,2,65,1,2904.537589417075,1
IND,2.4280378494936343,NA,NA,5,5,1,30,2,5809.07517883415,1
IND,2.4280378494936343,5,NA,5,5,1,17,2,8713.612768251225,1
IND,0.8388587659945305,NA,NA,5,5,1,36,1,8713.612768251225,1
IND,1.2014335190823422,NA,4,5,5,1,49,2,5228.167660950736,1
IND,0.8299806146284088,NA,2,5,5,2,65,1,2904.537589417075,1
IND,0.24280378494936344,NA,NA,3,3,1,63,1,6970.8902146009805,1
IND,1.0988973158778386,NA,NA,5,4,1,70,1,8713.612768251225,1
IND,0.9414716848844549,NA,NA,3,3,2,32,2,5809.07517883415,1
IND,1.4651964211704505,5,NA,5,3,1,72,1,6970.8902146009805,1
IND,0.3059490825023304,1,NA,5,1,2,40,1,2323.63007153366,1
IND,0.9982616247254106,NA,5,5,5,1,46,2,2323.63007153366,1
IND,0.24419048118498854,1,NA,5,5,1,64,1,1742.7225536502451,1
IND,0.9550133495751877,1,NA,4,5,2,18,1,2904.537589417075,1
IND,0.3059490825023304,NA,NA,5,1,2,40,1,1742.7225536502451,1
IND,0.4883809623699771,NA,NA,5,1,1,57,1,2904.537589417075,1
IND,0.45528045992129734,NA,1,5,1,2,50,1,1742.7225536502451,1
IND,0.8037239530036225,NA,5,4,5,1,50,1,2904.537589417075,1
IND,0.40507768450425974,5,1,5,5,1,40,1,2323.63007153366,1
IND,0.5286232505218357,NA,1,5,5,1,27,1,4647.26014306732,2
IND,2.4280378494936343,NA,NA,5,4,2,52,1,2904.537589417075,2
IND,0.47603825506586034,5,NA,4,5,2,60,1,290.4537589417075,2
IND,2.186656621045697,NA,5,5,5,2,30,1,2323.63007153366,2
IND,1.327020367699323,5,5,5,5,2,30,1,3485.4451073004902,2
IND,1.0209390740609228,NA,NA,5,5,1,35,1,3485.4451073004902,2
IND,1.414232452443274,NA,NA,5,5,2,45,1,2904.537589417075,2
IND,1.260552720213227,NA,1,5,5,1,55,1,8713.612768251225,2
IND,0.4944244959540095,NA,NA,5,5,2,21,1,3136.9005965704414,2
IND,0.9293687900647883,NA,NA,NA,NA,1,35,1,2323.63007153366,2
IND,0.24280378494936344,NA,NA,5,3,1,53,1,4647.26014306732,1
IND,0.37457493818897897,NA,3,5,1,2,56,1,5809.07517883415,1
IND,0.24280378494936344,NA,NA,3,4,1,40,3,4647.26014306732,1
IND,1.7399441469005203,NA,1,4,5,1,21,2,2904.537589417075,1
IND,1.7625267614897184,1,NA,1,1,2,52,2,3485.4451073004902,2
IND,0.24280378494936344,5,NA,5,5,2,34,1,4066.3526251839053,2
IND,1.0329698572677593,1,NA,5,5,2,19,1,3485.4451073004902,2
IND,0.44176766168216103,1,NA,1,1,1,30,1,4066.3526251839053,2
IND,0.29451177445477394,5,NA,5,5,1,28,1,3485.4451073004902,2
IND,0.5231119270393494,NA,1,1,1,1,45,1,5809.07517883415,2
IND,0.44176766168216103,NA,5,5,5,1,32,1,2904.537589417075,2
IND,1.9683229647368887,1,5,5,5,2,35,2,3485.4451073004902,2
IND,1.1103030492479495,NA,5,5,5,2,55,1,7551.797732484396,2
IND,0.5474212878922996,NA,2,5,5,1,28,2,4647.26014306732,2
IND,1.8015894923397406,NA,5,5,5,1,20,2,2904.537589417075,1
IND,0.4751830567743192,NA,NA,5,5,2,40,1,3485.4451073004902,1
IND,1.3092396182081074,NA,5,5,5,1,22,1,10456.335321901472,1
IND,0.3524155003478907,5,NA,5,5,1,27,1,2904.537589417075,1
IND,1.0572465010436713,5,NA,5,5,1,32,1,6970.8902146009805,1
IND,0.37926304055443927,NA,5,5,5,1,62,1,4066.3526251839053,1
IND,1.1977835709549263,NA,5,5,5,2,32,1,4647.26014306732,1
IND,0.5729033403885496,NA,NA,NA,NA,2,61,1,5228.167660950736,1
IND,2.4280378494936343,NA,5,5,5,2,20,2,4066.3526251839053,1
IND,2.1058148066680222,5,NA,5,5,2,38,1,3485.4451073004902,1
IND,2.285489312628433,NA,NA,NA,NA,1,54,1,3485.4451073004902,1
IND,0.5431399165633012,NA,NA,5,5,2,23,1,2904.537589417075,1
IND,1.5688262631800973,NA,NA,5,5,2,60,1,1742.7225536502451,1
IND,1.6294197496899034,NA,1,5,1,2,17,1,3485.4451073004902,1
IND,0.6688969474916782,3,NA,5,5,2,45,2,6970.8902146009805,1
IND,0.24280378494936344,NA,NA,4,4,1,28,1,5809.07517883415,1
IND,1.0209390740609228,NA,5,5,5,1,40,1,2904.537589417075,1
IND,1.2867294323973428,5,5,5,5,1,30,1,871.3612768251226,1
IND,1.0209390740609228,NA,NA,5,5,1,40,1,1742.7225536502451,1
IND,0.30717037950121,NA,NA,5,4,1,40,1,2323.63007153366,1
IND,2.4280378494936343,NA,NA,1,4,1,17,1,2904.537589417075,1
IND,0.9348502419360205,5,NA,5,5,2,50,1,2904.537589417075,1
IND,0.7254768238938814,NA,3,4,3,1,53,1,5809.07517883415,1
IND,1.1421884822342647,NA,NA,5,5,2,30,1,4066.3526251839053,2
IND,0.24280378494936344,NA,5,5,5,1,51,1,4647.26014306732,1
IND,1.8389982382210381,NA,5,5,5,2,60,1,4647.26014306732,1
IND,1.4325200243627805,NA,NA,5,5,2,18,1,3485.4451073004902,1
IND,0.24419048118498854,3,NA,5,5,1,60,1,3485.4451073004902,1
IND,0.24419048118498854,NA,5,5,5,1,65,1,5809.07517883415,1
IND,0.5401035793390137,NA,NA,5,5,1,40,1,2904.537589417075,1
IND,1.6232268499346723,1,NA,5,5,1,55,1,4066.3526251839053,1
IND,0.7711991817588513,NA,5,5,5,2,32,1,2904.537589417075,1
IND,2.105018227990901,NA,4,5,5,2,35,2,2904.537589417075,1
IND,0.2700517896695068,5,5,5,5,1,39,1,4647.26014306732,1
IND,1.483273487862029,NA,5,5,5,2,16,1,2904.537589417075,1
IND,2.36504446661105,NA,NA,NA,NA,2,50,2,5809.07517883415,1
IND,1.561369677779359,NA,5,5,5,2,47,2,5809.07517883415,1
IND,0.24280378494936344,NA,NA,5,5,1,26,3,11618.1503576683,1
IND,0.3524155003478907,NA,NA,2,4,1,27,1,5809.07517883415,1
IND,0.24280378494936344,NA,NA,5,4,1,32,2,4647.26014306732,1
IND,0.6546198091040537,NA,NA,5,4,1,15,1,5809.07517883415,1
IND,0.6321050675907322,NA,5,5,5,1,60,1,3485.4451073004902,1
IND,2.4280378494936343,NA,5,5,NA,2,36,1,3485.4451073004902,1
IND,0.6546198091040537,NA,5,5,5,1,18,1,3485.4451073004902,1
IND,0.27961958866484316,NA,1,5,1,1,35,1,8718.840935912176,1
IND,0.47603825506586034,5,NA,5,NA,2,60,1,290.4537589417075,1
IND,1.17131982320084,5,NA,5,5,1,30,1,1452.2687947085376,1
IND,0.47603825506586034,NA,5,1,5,2,65,1,290.4537589417075,1
IND,0.3524155003478907,5,5,5,5,1,27,1,11618.1503576683,1
IND,0.5988917854774631,5,NA,5,5,2,32,1,5228.167660950736,1
IND,1.327020367699323,5,NA,5,5,2,30,1,1742.7225536502451,1
IND,0.988848991908019,5,NA,5,5,2,18,1,1161.81503576683,1
IND,0.399261190318309,5,NA,5,5,2,29,1,2323.63007153366,1
IND,1.8015894923397406,5,NA,5,5,1,17,2,3485.4451073004902,1
IND,0.28491141168669254,5,NA,5,5,1,48,2,2323.63007153366,1
IND,0.399261190318309,5,5,5,5,2,30,1,4356.806384125613,1
IND,0.27961958866484316,NA,NA,5,5,1,38,1,2904.537589417075,1
IND,0.8403684801421514,NA,1,4,5,1,55,1,2904.537589417075,1
IND,2.4280378494936343,NA,2,5,5,2,19,2,1161.81503576683,1
IND,2.4280378494936343,NA,4,5,4,1,15,2,3485.4451073004902,1
IND,0.25284202703629277,NA,NA,5,5,1,60,1,290.4537589417075,1
IND,0.3524155003478907,NA,5,5,5,1,30,1,2033.1763125919526,1
IND,1.17131982320084,5,5,5,5,1,30,1,2904.537589417075,1
IND,0.7695454762977818,NA,1,5,1,1,42,2,8713.612768251225,1
IND,2.4280378494936343,NA,NA,NA,NA,2,35,1,2904.537589417075,1
IND,0.27961958866484316,NA,NA,5,1,1,38,1,2904.537589417075,1
IND,0.6751248863996651,5,NA,5,5,2,19,2,29045.375894170753,1
IND,1.0988130135582055,5,NA,5,5,2,30,2,5809.07517883415,1
IND,1.3917010539412498,NA,NA,5,5,1,56,2,1742.7225536502451,1
IND,0.8403684801421514,NA,5,5,5,1,60,1,580.907517883415,1
IND,2.1058148066680222,NA,4,5,2,2,40,1,2614.083830475368,1
IND,2.4280378494936343,5,NA,5,5,1,16,2,2904.537589417075,1
IND,0.5515301429051777,3,NA,1,5,1,23,3,4647.26014306732,3
IND,0.27576507145258883,NA,3,3,3,1,24,3,5809.07517883415,3
IND,1.3325215898302352,NA,NA,5,5,2,42,2,4647.26014306732,3
IND,0.5133825420540828,3,3,3,4,2,25,3,8713.612768251225,3
IND,0.7585260811088785,5,NA,5,5,1,71,1,8713.612768251225,1
IND,2.4280378494936343,NA,NA,5,5,2,40,1,3485.4451073004902,1
IND,0.496593208504619,NA,5,5,5,1,18,2,23236.3007153366,1
IND,0.47603825506586034,NA,5,5,1,2,68,1,290.4537589417075,1
IND,0.3524155003478907,NA,NA,1,5,1,28,1,3485.4451073004902,1
IND,0.5056840540725855,5,NA,5,5,1,55,1,4647.26014306732,1
IND,1.4281147651975794,NA,NA,5,5,2,60,1,1742.7225536502451,1
IND,0.37926304055443927,NA,5,5,5,1,55,1,3194.991348358783,1
IND,1.414232452443274,5,NA,5,5,2,50,1,1161.81503576683,1
IND,1.4281147651975794,NA,NA,5,5,2,76,1,2323.63007153366,1
IND,0.37926304055443927,NA,5,5,5,1,85,1,2323.63007153366,1
IND,0.6751248863996651,5,NA,5,5,2,18,2,4066.3526251839053,1
IND,0.34524977256753164,NA,5,5,5,1,61,3,1161.81503576683,1
IND,0.6335774090324257,NA,NA,NA,5,2,50,1,2323.63007153366,1
IND,0.37010101641598325,5,NA,5,5,2,55,1,1161.81503576683,2
IND,0.3505149226496982,4,NA,5,5,1,43,1,2904.537589417075,2
IND,2.046485214260345,5,NA,5,5,2,40,1,3485.4451073004902,2
IND,0.6673209408524493,5,NA,5,5,2,28,1,4647.26014306732,2
IND,0.47411828470259315,NA,NA,5,5,2,52,1,4647.26014306732,2
IND,0.399261190318309,NA,NA,1,5,2,30,1,4647.26014306732,2
IND,2.308636428893347,NA,NA,5,5,1,40,2,1742.7225536502451,2
IND,0.9293687900647883,NA,1,1,1,1,35,1,1742.7225536502451,2
IND,0.399261190318309,NA,NA,NA,NA,2,26,1,1742.7225536502451,2
IND,0.7548809733730715,5,NA,1,1,1,50,1,5809.07517883415,1
IND,0.8157466876279769,NA,NA,1,4,2,60,1,2091.267064380294,1
IND,0.3169481221698184,5,NA,5,5,1,61,1,3485.4451073004902,2
IND,0.916339711881046,NA,NA,5,5,2,25,1,5809.07517883415,2
IND,0.868688892490366,NA,NA,2,4,1,35,2,4356.806384125613,2
IND,2.1896851515691984,NA,NA,5,5,1,30,2,4647.26014306732,2
IND,0.9542804137895532,NA,5,5,5,1,38,2,5809.07517883415,2
IND,0.7962905333892593,NA,NA,5,5,1,40,1,1742.7225536502451,1
IND,0.2748725359493083,2,NA,1,4,1,30,3,5228.167660950736,1
IND,1.270880461489851,NA,NA,5,5,2,22,1,726.1343973542688,1
IND,1.7488050724997666,5,NA,NA,NA,2,18,2,13941.780429201961,1
IND,0.34209014720414005,5,2,5,2,2,28,1,5809.07517883415,1
IND,0.871839185754933,4,NA,5,4,2,40,2,6389.982696717566,1
IND,0.47603825506586034,NA,NA,5,NA,2,60,1,1161.81503576683,1
IND,1.9905305515489842,NA,5,5,5,2,30,1,23236.3007153366,1
IND,1.260552720213227,NA,5,5,NA,1,75,1,2904.537589417075,1
IND,1.6807369602843028,5,NA,5,1,1,65,1,3485.4451073004902,1
IND,0.25284202703629277,NA,NA,5,5,1,65,1,1161.81503576683,1
IND,0.24721224797700475,NA,5,5,5,2,20,1,1742.7225536502451,1
IND,0.9428216349621816,NA,NA,NA,NA,2,50,1,1161.81503576683,1
IND,0.9293687900647883,NA,NA,4,5,1,35,1,3485.4451073004902,1
IND,1.414232452443274,NA,5,5,5,2,47,1,1742.7225536502451,1
IND,2.2740031034182695,NA,NA,NA,NA,2,25,1,2091.267064380294,1
IND,1.194435800083889,5,NA,2,5,1,35,1,29045.375894170753,1
IND,0.24280378494936344,5,NA,1,5,1,35,1,290.4537589417075,2
IND,0.27961958866484316,5,NA,5,5,1,38,1,14522.687947085376,2
IND,0.8403684801421514,NA,5,5,5,1,60,1,580.907517883415,2
IND,1.0910330151734238,NA,NA,NA,NA,1,20,1,2323.63007153366,2
IND,1.9041530202634414,NA,NA,NA,NA,2,55,1,2323.63007153366,2
IND,0.3972745668036953,NA,NA,5,1,1,18,2,5809.07517883415,2
IND,0.4071406031506432,NA,NA,5,2,2,40,1,8713.612768251225,1
IND,0.8472536409932337,5,NA,1,4,2,20,1,3485.4451073004902,1
IND,0.7200343635912987,NA,NA,5,5,1,80,1,0,1
IND,0.8472536409932337,2,2,1,1,2,17,1,871.3612768251226,1
IND,2.112006248295266,NA,NA,2,2,2,19,1,871.3612768251226,1
IND,1.6156340746984466,NA,NA,5,4,2,50,1,6970.8902146009805,1
IND,0.7130351066178308,NA,2,2,3,1,50,1,17427.22553650245,1
IND,2.4280378494936343,2,2,2,3,2,28,1,2904.537589417075,1
IND,0.7200343635912987,NA,NA,NA,3,1,63,1,5809.07517883415,1
IND,1.003596093130037,5,4,NA,NA,1,28,1,34854.4510730049,1
IND,0.9882533817434038,NA,NA,2,5,1,32,2,6970.8902146009805,3
IND,0.841730651077976,NA,NA,3,4,1,22,2,14522.687947085376,3
IND,1.5909346886763303,NA,4,5,4,2,47,2,8713.612768251225,3
IND,1.1004182252238044,4,NA,4,4,2,27,2,6970.8902146009805,3
IND,2.4280378494936343,5,NA,5,5,1,17,2,5809.07517883415,3
IND,1.4722616721001192,NA,4,5,5,2,24,3,16265.410500735621,3
IND,0.762365446001855,5,NA,5,4,1,30,1,9875.427804018056,3
IND,0.9882533817434038,NA,3,5,4,1,27,2,5809.07517883415,3
IND,0.24280378494936344,5,5,5,NA,1,38,1,4647.26014306732,3
IND,1.362701258068999,2,NA,5,5,2,22,2,5809.07517883415,3
IND,0.4672589063230901,NA,NA,5,5,2,44,2,2904.537589417075,3
IND,2.4280378494936343,5,NA,5,5,1,18,2,3485.4451073004902,3
IND,0.5539698288488197,5,NA,5,5,1,46,2,8713.612768251225,3
IND,0.5664444636931233,NA,5,5,5,1,17,1,1742.7225536502451,3
IND,0.5198079316474881,NA,NA,5,5,1,32,2,8713.612768251225,3
IND,1.3398506644611465,NA,NA,5,5,1,42,1,1161.81503576683,3
IND,2.4280378494936343,2,NA,5,2,1,19,2,1452.2687947085376,2
IND,1.3491991541315584,NA,5,5,5,1,40,2,6970.8902146009805,2
IND,1.0939038195425554,NA,5,5,5,2,18,2,14522.687947085376,2
IND,1.1328889273862466,5,NA,5,5,1,16,1,8132.705250367811,2
IND,1.2874067444061323,NA,5,5,5,1,24,3,14522.687947085376,2
IND,0.5664444636931233,NA,5,4,5,1,18,1,5809.07517883415,2
IND,0.304946178400742,5,NA,5,5,1,28,1,5228.167660950736,2
IND,1.713073111876442,5,NA,5,5,1,25,2,8713.612768251225,2
IND,0.6699253322305733,5,NA,5,5,1,48,1,4647.26014306732,2
IND,0.304946178400742,NA,5,5,5,1,30,1,5809.07517883415,2
IND,0.8403684801421514,NA,NA,5,5,1,57,1,5228.167660950736,2
IND,2.1058148066680222,5,NA,NA,2,2,36,1,2904.537589417075,2
IND,0.399261190318309,NA,1,5,1,2,30,1,2323.63007153366,2
IND,1.8305854620553352,5,NA,5,5,2,25,1,6970.8902146009805,2
IND,2.4056284824689325,5,NA,5,5,1,17,2,8713.612768251225,2
IND,1.4524547115846476,NA,NA,NA,NA,2,40,1,5809.07517883415,2
IND,0.7262273557923238,NA,NA,5,NA,2,37,1,8713.612768251225,2
IND,2.3801912753292984,NA,NA,5,5,2,75,1,1161.81503576683,2
IND,1.7569797348012601,NA,5,5,5,1,33,1,4647.26014306732,2
IND,2.1058148066680222,NA,5,NA,NA,2,40,1,3485.4451073004902,2
IND,0.7416367439310145,1,NA,5,5,2,24,1,5809.07517883415,2
IND,0.2979559251027713,NA,NA,5,5,1,23,3,2904.537589417075,2
IND,2.4021193231196536,NA,5,5,5,1,18,2,2904.537589417075,2
IND,0.5056840540725855,NA,5,5,5,1,65,1,4647.26014306732,2
IND,1.0910330151734238,NA,5,5,5,1,16,1,2904.537589417075,1
IND,0.43641320606936956,5,5,5,5,1,16,1,1161.81503576683,1
IND,1.9041530202634414,NA,NA,5,NA,2,72,1,1742.7225536502451,1
IND,0.7695454762977818,NA,NA,5,1,1,36,2,1742.7225536502451,1
IND,2.4280378494936343,5,NA,5,5,1,18,2,2323.63007153366,1
IND,0.8403684801421514,NA,NA,NA,NA,1,55,1,1742.7225536502451,1
IND,1.0910330151734238,NA,1,1,5,1,20,1,1161.81503576683,1
IND,0.7048310006957814,5,5,5,5,1,26,1,2904.537589417075,1
IND,1.6807369602843028,NA,5,5,5,1,58,1,2904.537589417075,1
IND,0.24280378494936344,NA,NA,5,5,1,35,1,1742.7225536502451,1
IND,0.6100130732578842,3,NA,5,5,2,40,2,11618.1503576683,3
IND,0.6786165648148268,NA,NA,5,5,1,30,2,11618.1503576683,3
IND,0.7688233269258115,NA,3,5,5,2,30,2,11618.1503576683,3
IND,0.6786165648148268,NA,3,5,5,1,32,3,11618.1503576683,3
IND,0.6410184189298122,5,NA,4,5,1,35,1,3485.4451073004902,2
IND,1.2080492443063926,NA,5,5,5,2,19,1,3485.4451073004902,2
IND,0.8079005763438737,4,NA,5,5,1,30,1,5228.167660950736,2
IND,0.7067551098391569,5,5,4,1,1,30,2,8713.612768251225,2
IND,0.8403638047993519,5,NA,5,5,1,24,3,11618.1503576683,3
IND,1.2605457071990283,5,NA,5,1,1,24,3,21493.578161686357,3
IND,0.6786165648148268,5,NA,5,5,1,28,3,17427.22553650245,3
IND,0.6786165648148268,5,NA,5,5,1,28,3,11618.1503576683,3
IND,0.6786165648148268,NA,1,3,3,1,29,3,12779.965393435132,3
IND,0.4860965208102061,NA,NA,5,5,2,38,1,5809.07517883415,1
IND,0.24280378494936344,NA,5,5,5,1,56,1,16265.410500735621,1
IND,1.2465118934828447,NA,NA,5,5,1,31,2,6970.8902146009805,1
IND,0.831007928988564,NA,NA,5,5,1,26,2,2904.537589417075,1
IND,0.24280378494936344,NA,5,5,5,1,35,2,3485.4451073004902,1
IND,1.6314933752559537,NA,NA,5,3,2,60,1,34854.4510730049,1
IND,0.3019523893492289,5,NA,5,NA,1,28,1,29045.375894170753,1
IND,0.8215293624029899,NA,5,2,2,1,20,1,29045.375894170753,1
IND,1.0529074033340111,NA,NA,5,5,2,35,1,2904.537589417075,1
IND,1.5793611050010175,NA,5,5,5,2,40,1,2904.537589417075,1
IND,2.0875515809118768,NA,5,5,5,1,78,2,8713.612768251225,1
IND,2.4280378494936343,NA,NA,NA,5,2,40,1,1742.7225536502451,1
IND,0.36345443771933295,NA,NA,5,5,2,25,3,8713.612768251225,1
IND,2.4280378494936343,NA,NA,5,NA,1,30,1,1742.7225536502451,1
IND,0.8728264121387391,NA,NA,5,5,1,21,1,1742.7225536502451,1
IND,0.399261190318309,5,5,5,5,2,28,1,1742.7225536502451,1
IND,1.8856432699243633,5,5,5,5,2,50,1,1742.7225536502451,1
IND,0.9293687900647883,NA,NA,5,5,1,35,1,1161.81503576683,1
IND,0.41942938299726523,NA,NA,5,5,1,38,1,1742.7225536502451,1
IND,0.399261190318309,NA,NA,5,5,2,30,1,1742.7225536502451,1
IND,0.988848991908019,5,5,5,5,2,22,1,1742.7225536502451,1
IND,2.1058148066680222,NA,NA,NA,NA,2,40,1,3485.4451073004902,1
IND,1.0529074033340111,NA,5,1,5,2,40,1,1161.81503576683,1
IND,1.4281147651975794,1,NA,5,5,2,80,1,1161.81503576683,1
IND,1.0529074033340111,NA,NA,5,5,2,35,1,1742.7225536502451,1
IND,0.45103146977442543,NA,NA,5,5,2,34,1,5809.07517883415,3
IND,0.8403638047993519,NA,NA,1,1,1,22,3,11618.1503576683,3
IND,1.500871876005031,5,NA,5,5,2,55,1,8713.612768251225,3
IND,0.3158765167049622,5,NA,5,4,1,39,1,10456.335321901472,3
IND,0.8403638047993519,1,5,5,4,1,22,3,8713.612768251225,3
IND,0.7688233269258115,NA,3,5,5,2,25,3,11618.1503576683,3
IND,2.1029827562008174,3,NA,5,5,1,50,2,14522.687947085376,3
IND,2.123625942749151,3,NA,5,5,1,56,2,8713.612768251225,3
IND,0.9231644680970555,3,NA,5,5,1,22,2,8713.612768251225,3
IND,0.8403638047993519,NA,3,5,5,1,22,2,10456.335321901472,3
IND,0.8403638047993519,3,3,5,5,1,20,2,8713.612768251225,3
IND,1.2482992322361102,NA,5,5,5,1,45,1,1742.7225536502451,1
IND,1.327020367699323,NA,NA,5,5,2,25,1,1161.81503576683,1
IND,2.4280378494936343,5,NA,5,5,2,40,1,1452.2687947085376,1
IND,0.7262273557923238,NA,NA,5,1,2,37,1,1742.7225536502451,2
IND,0.9754459804930841,NA,NA,2,1,2,50,1,2323.63007153366,2
IND,0.2612802986818779,NA,NA,3,NA,1,25,1,3485.4451073004902,2
IND,0.8079005763438737,NA,NA,5,5,1,33,1,4356.806384125613,2
IND,0.24280378494936344,5,NA,5,1,2,40,1,3485.4451073004902,2
IND,0.6410184189298122,5,NA,4,2,1,35,1,2323.63007153366,2
IND,0.4576463655138338,NA,NA,5,5,2,30,1,1742.7225536502451,2
IND,0.6566807340090515,NA,NA,5,4,2,75,1,1161.81503576683,2
IND,2.27693037315379,5,NA,5,1,2,48,1,3485.4451073004902,2
IND,0.24280378494936344,5,NA,5,2,1,24,3,8713.612768251225,1
IND,2.1601030907738967,NA,NA,5,5,1,60,1,14522.687947085376,1
IND,0.41230880392396196,5,5,5,5,1,25,3,8713.612768251225,1
IND,2.4280378494936343,NA,NA,NA,5,2,18,1,8713.612768251225,1
IND,1.1217668648466315,NA,NA,5,5,1,23,1,17427.22553650245,1
IND,1.270880461489851,5,NA,2,2,2,20,1,29045.375894170753,1
IND,0.5685007758545674,NA,NA,2,2,2,30,1,8713.612768251225,1
IND,1.6156340746984466,NA,NA,5,2,2,50,1,20912.670643802943,1
IND,0.24280378494936344,NA,NA,NA,NA,1,51,1,1742.7225536502451,2
IND,2.4280378494936343,5,NA,5,5,2,17,2,20912.670643802943,2
IND,1.138465186576895,1,NA,5,1,2,45,1,1161.81503576683,2
IND,1.2843231354121272,5,NA,5,5,2,27,2,4066.3526251839053,2
IND,0.27411820622923216,NA,1,5,5,2,35,1,3775.898866242198,2
IND,2.1057477814488514,5,NA,5,5,1,15,2,8713.612768251225,2
IND,2.4280378494936343,NA,NA,5,5,1,17,2,6970.8902146009805,2
IND,0.24280378494936344,NA,NA,5,5,1,60,1,1161.81503576683,2
IND,0.5692831000165105,5,NA,5,5,2,32,1,20331.763125919526,2
IND,1.9160675458090306,NA,NA,NA,NA,2,65,1,2904.537589417075,2
IND,0.24280378494936344,5,NA,NA,5,1,84,1,11618.1503576683,2
IND,2.0097759966917206,5,NA,5,5,1,50,1,1742.7225536502451,2
IND,0.7108717955410141,NA,5,5,3,1,23,1,6970.8902146009805,2
IND,2.4280378494936343,NA,NA,5,5,1,20,2,5809.07517883415,2
IND,0.8875026525135414,NA,NA,5,3,1,30,1,2904.537589417075,2
IND,2.393346620113984,NA,5,5,5,2,43,1,6389.982696717566,2
IND,1.089341033688486,NA,3,5,1,2,40,1,4647.26014306732,2
IND,0.6471121316625323,NA,NA,5,2,1,17,1,7551.797732484396,2
IND,0.3665655450766945,1,NA,5,3,2,20,1,4356.806384125613,2
IND,0.6566807340090515,3,NA,5,3,2,55,1,3485.4451073004902,2
IND,1.4524547115846476,2,NA,5,NA,2,40,1,7551.797732484396,2
IND,0.888589744426268,1,NA,5,2,1,18,1,8713.612768251225,2
IND,1.1217668648466315,NA,5,5,2,1,18,1,34854.4510730049,1
IND,0.24280378494936344,NA,4,4,4,1,50,1,1742.7225536502451,2
IND,0.6367426218202481,NA,5,4,5,1,60,1,2323.63007153366,2
IND,0.3665655450766945,NA,5,5,5,2,23,1,4066.3526251839053,2
IND,0.2811850228416156,NA,5,5,4,1,60,1,2323.63007153366,2
IND,0.6186524708270978,NA,NA,5,5,1,41,3,10456.335321901472,2
IND,0.7952198138290917,NA,NA,5,5,2,24,2,4066.3526251839053,2
IND,0.24280378494936344,5,NA,5,5,1,65,1,2904.537589417075,2
IND,0.5664444636931233,5,NA,5,5,1,22,1,3485.4451073004902,2
IND,1.4585384260567416,5,NA,5,5,2,17,2,5228.167660950736,2
IND,2.4280378494936343,NA,5,5,5,1,19,2,8713.612768251225,2
IND,0.5889046688400482,5,NA,5,5,2,32,2,2614.083830475368,2
IND,0.24280378494936344,3,3,5,5,2,38,2,5809.07517883415,1
IND,0.24280378494936344,NA,NA,5,5,1,28,2,5809.07517883415,1
IND,0.2593237669134407,NA,NA,5,5,1,23,2,4647.26014306732,1
IND,1.0046524414101135,3,NA,5,5,1,35,2,6970.8902146009805,1
IND,1.0046524414101135,NA,NA,1,5,1,35,2,4647.26014306732,1
IND,0.2593237669134407,NA,NA,5,4,1,24,3,8713.612768251225,1
IND,0.24280378494936344,5,NA,5,5,1,28,2,5809.07517883415,1
IND,2.4280378494936343,NA,2,NA,NA,2,30,1,5809.07517883415,1
IND,0.2593237669134407,NA,NA,5,5,1,22,3,580.907517883415,1
IND,1.8463003549887058,NA,NA,NA,NA,2,45,1,10456.335321901472,1
IND,0.4332740989890909,5,NA,5,2,1,65,1,43568.06384125613,1
IND,0.24304826040510305,2,NA,2,5,2,45,1,4647.26014306732,1
IND,1.3532090921923878,NA,NA,5,4,2,35,1,1742.7225536502451,1
IND,0.9152927310276676,2,NA,5,NA,2,33,1,7551.797732484396,6
IND,0.733131090153389,NA,NA,5,1,2,19,1,5809.07517883415,6
IND,0.5739973257501707,5,5,5,5,1,50,1,0,6
IND,0.6566807340090515,NA,NA,5,5,2,60,1,2904.537589417075,6
IND,1.2118508645158093,5,NA,4,5,1,30,1,1742.7225536502451,6
IND,0.6502973203287227,NA,NA,5,5,2,50,1,6970.8902146009805,6
IND,1.1334513801051782,4,NA,5,5,2,20,1,5228.167660950736,6
IND,0.609892356801484,NA,5,5,5,1,26,1,4066.3526251839053,2
IND,0.5664444636931233,NA,5,5,5,1,17,1,4066.3526251839053,2
IND,2.4280378494936343,NA,NA,5,1,2,20,2,2904.537589417075,2
IND,0.3776296424620823,5,NA,5,5,1,17,1,5228.167660950736,2
IND,1.0190298283763632,NA,5,5,5,2,35,2,3485.4451073004902,2
IND,0.3729384518488883,NA,NA,5,5,1,55,2,2323.63007153366,2
IND,1.4585384260567416,5,NA,5,5,2,22,2,6970.8902146009805,2
IND,0.24280378494936344,5,5,5,5,1,37,1,4066.3526251839053,6
IND,0.8088901645781661,NA,NA,5,1,1,16,1,2904.537589417075,6
IND,0.4576463655138338,NA,NA,5,5,2,25,1,2323.63007153366,6
